record_id_1,record_id_2,ground_truth_similar,predicted_similar_before,score_before,error_before,predicted_similar_after,score_after,error_after
008615ef-1e88-4ba9-b77a-84c6d457997d,b148cb52-1607-4e3b-8ad3-2a8f2dd920e4,True,True,0.9,,True,1.0,
008615ef-1e88-4ba9-b77a-84c6d457997d,bcf232f6-f489-4401-a284-562f15afbd07,False,False,0.0,,True,1.0,
008615ef-1e88-4ba9-b77a-84c6d457997d,c153315b-9964-48ce-9f46-106f50fa1b7d,False,False,0.0,,True,1.0,
008615ef-1e88-4ba9-b77a-84c6d457997d,d1a774c3-117f-4fad-beb9-2b65c2d65a5e,False,False,0.0,,True,1.0,
008615ef-1e88-4ba9-b77a-84c6d457997d,d3b371e1-2668-45ae-a42e-e97d8f8e9982,False,False,0.0,,True,1.0,
008615ef-1e88-4ba9-b77a-84c6d457997d,d7d96ae3-ebfb-4595-ac2c-70b33b3d0c5f,False,False,0.0,,True,1.0,
008615ef-1e88-4ba9-b77a-84c6d457997d,f74da189-9951-4ffb-8a0d-13c4c15aa3a8,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,0f1219b2-362d-4fdf-9beb-efea15454d18,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,101e9757-0b8e-48c6-adf1-7f824d3fb9f1,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,23073db6-94d8-467c-a588-a3513c3937f9,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,24f6a73a-271f-4594-9f2f-3eabd5f4fe5a,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,2ee75bab-ab16-4aac-87d4-91afaaf6fb4b,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,47019955-8568-4cdc-b822-9b3f965f78bb,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,602c5953-201f-4dda-9187-9f32f3e69626,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,6b9df830-fcb0-4f17-b58a-ff1642f5a507,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,73407a86-a6d8-4321-a3a2-54af4134a44d,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,a4e91e35-fc5f-4c52-ba22-d87112bdf014,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,afa232c0-a36b-4fdc-a15b-1789d4543504,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,bcf04a7f-2d77-4b4f-9417-20e655ceb0ff,False,False,0.0,,True,1.0,
009149dd-7af9-4939-8e53-376225793693,d169ff01-22b9-4f74-b028-72d9bbb4a18a,False,False,0.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,042d70fa-1001-4e6b-9fe9-0ea52b34ad18,False,False,0.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,0c97e0a8-f599-42a4-a2a7-3f335b50139e,False,False,0.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,0d807099-d979-444d-ad4a-7f7e25a131d0,False,False,0.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,10307ae6-4671-4731-a54f-3340e5664788,False,False,0.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,1aa2a1e2-1a63-4b65-89f5-f69ef5de8de7,True,True,0.9,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,48ea68b3-faa3-4dab-b574-47208d6f8b4f,True,True,0.9,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,4cae3c47-a67b-464f-b949-a317dcf695ce,True,True,0.9,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,5181ac42-6a62-4be2-a40b-bf09da9561f9,True,True,1.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,556c5c43-0cd3-4730-9c67-534f19c1d69b,True,True,1.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,644f33ed-b7ff-4632-af81-cb6844c514db,True,True,0.9,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,70281624-e7d1-4474-861a-1b683adf6459,True,True,1.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,705e78de-82e3-42db-beb1-371a03dcc0ab,True,True,1.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,8bd3fbaf-97ee-435f-b36e-e293015b3fe1,True,True,1.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,8c6bb879-99d8-4980-a40d-ecd52761d7fa,False,False,0.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,90f68bd7-7250-41de-bb41-c29655b45cc5,True,True,1.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,92a5e2d8-4559-482b-a444-7fe717acf632,True,True,1.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,9bd16d0e-a5f3-4ca5-b29c-a75ad0074178,False,False,0.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,a5d8eee8-ff34-4e69-a3df-3a92caa3ee54,False,False,0.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,bbd7a9a2-6b9a-4ae2-8fe2-7e010deab7b6,True,True,1.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,c26c6f28-1aa5-4e35-b240-0f8d169c0bb2,False,False,0.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,c7afcf93-4044-4b7d-8b1e-562ca70d0d53,True,True,1.0,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,cd8b86ae-53b9-4b0b-b607-3fea952393c3,True,True,0.9,,True,1.0,
0093df9e-2ca4-4bac-a2e1-202ac31bf0c1,ff2dcd7d-4425-4ca3-bddc-f844b0922d54,True,True,0.9,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,157f2ccf-4a2d-4bce-b8d0-0d816ec65e13,False,False,0.0,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,692f50ff-bea5-4d74-a74f-ca93090ea90b,False,False,0.0,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,71031e0f-a6a5-4050-bc46-98abe5297077,False,False,0.0,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,7386cbfa-d7b7-4929-8041-aa6498c97a2f,False,False,0.0,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,786fdaa8-533a-4d24-9899-1081afd4d16f,False,False,0.0,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,8217df19-bc8c-4af8-a9cc-3fadff11e053,False,False,0.0,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,ce8c0ec9-3dc1-487a-bab5-262d28a8fcc5,False,False,0.0,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,d227bf1a-5d80-416d-8e39-8bc541c31b36,False,False,0.0,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,e1d86754-3de5-400d-8d68-899e797b58a9,False,False,0.0,,True,1.0,
00ab4933-e465-4181-abdb-5563a64b8e2c,edb6862d-5330-466d-a36c-f2045c204457,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,0de92a95-1ee4-42d0-8f52-3af4e706d613,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,159bcfe6-8cdb-45d5-aec9-d13b5ed580f2,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,170e4147-7a2f-4a94-955c-df1c7830b0cd,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,176eea28-9c12-4e67-97b9-7b5afdb92620,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,371014d1-c211-45ed-b71a-2e24a748ce03,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,38c7ad51-902c-4c14-9ade-d9cc151d1fba,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,885e624d-c20d-4cd0-a6e4-a78b009aff27,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,90df842e-f6a2-4aaa-9c3d-041c4f19e0bb,True,True,1.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,b05373be-2a0e-44c8-9359-22b65f420f5a,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,bf0238a8-8e61-41cc-b3aa-60e41873a7ed,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,c39fd6e5-cc3b-42d0-9e43-c374d6093d02,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,c5504939-5c31-4a7b-957d-68dd86e3ca72,True,True,1.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,cfb3c249-c9c5-4406-bc61-77f2a47db27c,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,d48df33c-aadd-4b94-bd87-d5991250946e,False,False,0.0,,True,1.0,
00acaa5c-51ec-4f97-934d-c12eb5334f6a,e98f01d0-af3c-4aac-a39d-60edf014687d,False,False,0.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,0c7f0eac-6134-4835-8059-e902e5e66af5,True,True,1.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,1e486e3e-ff05-4094-b054-0dc59946ca40,False,False,0.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,28ed7aea-cd0a-459b-b601-baf45ca98b3a,False,False,0.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,3289ff55-9c31-42e2-8fc9-4351c431a2bf,False,False,0.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,409215fa-6660-4e4c-9a2f-ba46372bab70,False,False,0.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,af3fa986-de7e-4b8d-b849-fe5b0446a22f,True,True,1.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,ca13adf5-d27d-4687-b9f7-7f4067b39060,False,False,0.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,cd56b886-a5e4-42bf-9027-5160959c47a6,False,False,0.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,cdb1eeac-0064-46e1-b922-9bc674cf607c,True,True,0.9,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,d9f63fe0-be97-46e6-a50f-2e62a5cd3e6d,False,False,0.0,,True,1.0,
00d985ca-998f-49fd-87d6-e1c95ff99150,eda40743-4f78-4733-bcc9-511da7f70f87,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,0ef793f0-ce71-444e-8d66-b46efeaa0d50,True,True,1.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,195d33ba-c7d5-4c9b-80e8-4956e92f50ba,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,3c4087d8-c28b-496a-b220-d224bf18b85a,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,3fdc52df-90de-4f8f-b2f4-d378a5fdec5f,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,40c6eb26-1209-4f7f-a7c8-fa7924fcdf00,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,443156bf-1079-4db2-8335-c1f8cb9fb54f,True,True,1.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,5a00b48b-61ce-4d06-9101-c518b4f69a8f,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,5ff75ea4-5a66-4619-9f08-7664fe232410,True,True,1.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,79195a0e-7b81-4ac6-9236-0b5258e7194c,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,80e5e154-fd15-44b8-b7fb-bef115b2a649,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,9a4aa579-83fb-41ab-81e6-3271a04d6ec1,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,9cbd6bb1-76d8-4650-b6ce-80e2470c6eb4,False,False,0.0,,True,1.0,
00f76f11-e992-4595-b3d9-ee6def9c7fe9,cce5de44-ee90-429d-adc5-a54cffd3fdf6,False,False,0.0,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,064f6931-e0d3-4678-999c-c5330635fa08,False,False,0.1,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,0de92a95-1ee4-42d0-8f52-3af4e706d613,False,False,0.0,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,159bcfe6-8cdb-45d5-aec9-d13b5ed580f2,False,False,0.0,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,22f31fd6-774b-4a02-84bf-6328578244a2,True,True,0.9,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,8f5b0431-f218-4d03-b60b-4b8c11059b00,False,False,0.0,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,926f6aec-ec7f-43c1-b1c8-601d1822f81b,False,False,0.0,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,a7f02590-6ca7-4c79-abf4-603df698d5c9,False,False,0.0,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,d48df33c-aadd-4b94-bd87-d5991250946e,False,False,0.0,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,e6c3e5e8-4892-4695-856d-8910cad88af0,True,True,0.9,,True,1.0,
0114fdb7-f99c-4c23-8271-7eb14afd246c,e82fc64c-d8b6-438f-a988-aa3dd709fc3f,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,09816a75-e36a-4ebc-9461-849c706ab0c8,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,12e2aa43-d8ca-43fb-b7a5-693dddb5075f,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,24183082-9905-41ce-9750-3321b90f5ee4,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,830d2916-5c0c-4249-afc4-2734d993315f,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,89436012-35bf-47a3-9e9b-96c7ffbbf0d6,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,92bb9ed3-516e-49ec-8a1b-e6bf2bbda8e7,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,9a2640da-9f86-40f7-96cc-45040723d2e6,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,9b9a668b-0ed9-4ad5-984b-928fc2b71057,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,bfd603c5-7714-41e3-86c1-c34bf3435ab7,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,c648300d-57d7-41e9-bf8a-578166fd8d80,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,e0545a08-a373-4797-a941-ad8a09eebd9b,False,False,0.0,,True,1.0,
018e8892-9093-42fc-ad16-e56796437574,ff7aeb5c-51dc-4d19-8fc2-e72f601780cc,False,False,0.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,0b3d4f44-7c9c-44ff-bdee-0d3c8c87296d,False,False,0.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,0e20b22d-97d1-4e69-86d3-d197714b38b9,False,False,0.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,34530ccd-884f-4ff5-aa0c-7b3d544f36e9,True,True,1.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,4272b70f-9663-4435-b700-ff76006aa0c4,True,True,1.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,4b3b815d-fbba-4922-b372-da5e21fc7223,True,True,1.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,66cd98bf-1a32-456a-b68e-7d08fc3b48f5,False,False,0.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,74f0b723-c55b-46cc-8b49-3a9ae7cca3b0,False,False,0.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,7e15b78a-d751-48f2-b2fc-deb3311a50d3,True,True,1.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,8261d309-7a84-43ee-ac06-4c085d36e5d2,False,False,0.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,8f1b21f4-4ae7-4568-bc36-54b4ce37283b,False,False,0.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,9c610782-1bad-4864-b03d-58ace1280152,False,False,0.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,a07ff580-c70e-45a2-b7bb-cd20e8c2da59,True,True,1.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,b5947d55-7f21-4c9b-88cd-1fbb04c769c3,False,False,0.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,b6a25a2c-2098-4671-9957-ff93c57a4144,True,True,1.0,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,c2417d21-c190-4da6-9834-81dde9a7c0c9,True,True,0.9,,True,1.0,
01a6dbcb-bb52-4b42-9c1c-a96c9db599ad,e56870e0-46b5-4ef9-85bf-345e01c1b3a9,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,05c60b66-09ea-4c6c-8336-c013af1aca35,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,0895f0e4-b780-422d-9683-ce5b58d4eb9a,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,08b64dc9-d57d-4936-9f22-dc30dc950ac1,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,1d00d6e5-b045-4fc2-8fe1-24646aa984cb,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,299604a4-f283-43aa-985c-c237cd65e45a,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,3c638db4-908f-49c8-9d0b-6e85eae54d23,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,3fefe09d-356a-4a84-9fa3-1fff3a9721bb,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,5f15d22f-f828-4305-b766-e6fc90f25031,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,64ca024d-da35-4101-8dbf-af76cbe8f6fa,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,7094fd48-02dd-4a14-86f1-917f3a64213b,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,7af9b3ce-a993-4b0b-aab4-a60b643f0698,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,c04b8b61-c764-4190-b018-02ae588b08b9,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,c276fc3b-436f-4a8c-bf51-dd44f29aee08,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,cf4131e2-7bf6-4d23-90bf-fc9ac55888ee,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,eeeda68a-9b04-46a3-8a92-109f5e0be674,False,False,0.0,,True,1.0,
01ff2d4c-77e4-4ea5-bfaf-920f4dbfc5ba,fd4874d6-24b2-485b-82cf-2876be1deb18,False,False,0.0,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,1549e40c-db98-4298-9e40-e90fb81b85a5,False,False,0.0,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,1d09579d-1d0d-4a1c-87b1-fb10c472f364,False,False,0.1,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,289d47aa-6f29-475f-bdd0-277293010b66,False,False,0.1,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,2a82d3ef-2717-4839-8862-73641c45dff5,False,False,0.0,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,4de40719-7745-4ebb-8d10-ee968b9656ea,False,False,0.0,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,55f6dafe-f35d-4cbd-8443-f0dd16d7d340,False,False,0.0,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,695af4a1-46e7-496a-a41c-d219d1089613,False,False,0.0,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,a0a06fd5-5717-45e1-96a0-fb95d41fa806,False,False,0.1,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,b56cc4ae-0498-4f16-a71d-aaa75a503eb4,False,False,0.0,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,c4ead449-9fd7-42a3-803e-bceefbe26586,False,False,0.0,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,f2396398-97d5-49bd-abac-2ae177c629f4,False,False,0.0,,True,1.0,
024bea92-2183-4d76-b85e-8ae7982e7237,f9e07874-5e05-4912-8f95-efafc7045f0d,False,False,0.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,246d40b3-4f8f-4ef0-9e5d-e16fd2ae1300,True,True,1.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,4a9ef417-ccf0-47a1-9796-64715fb67173,True,True,1.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,5a3b4b39-621e-4658-9e49-d840ec881c75,True,True,1.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,671f0e32-1f5e-4e72-9815-2475f4f72e06,True,True,1.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,819436e6-77b8-459c-98ed-8bea1fc351d1,True,True,1.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,81a20400-c614-4997-90bd-8241052c5313,True,True,1.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,856ceae9-ccfa-4346-85c3-b8d14602d180,True,True,1.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,8c8b5cc9-ccb2-49c4-ba03-addd7a8b3a49,True,True,1.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,b7f210c3-1b17-48dd-8362-08cc04e62813,True,True,1.0,,True,1.0,
02542843-3eb3-4d57-a029-de88fb47ac21,fed37e96-86aa-440b-8e6f-025a9dc3e6e3,True,True,1.0,,True,1.0,
0312f6db-8b58-4329-93a4-95619e882356,0e3c970e-f5ce-49bc-bcb0-49d51adc138c,False,False,0.0,,True,1.0,
