record_id_1,record_id_2,llm_similarity_score,cluster_id_1,cluster_id_2,same_cluster_ground_truth
5fcaa3d1-5cc6-4bb9-85a2-712ca6765d2e,e25f8525-96a1-40e2-8645-18730b855259,1.0,4046214503,4046214503,True
5fcaa3d1-5cc6-4bb9-85a2-712ca6765d2e,ea2f9a26-f75b-401e-9693-30a4a59307b8,1.0,4046214503,4046214503,True
5fcaa3d1-5cc6-4bb9-85a2-712ca6765d2e,f33c853d-8078-4018-b9d0-6df8064f7aa4,1.0,4046214503,4046214503,True
62e4dabe-a874-43aa-9f6d-a1313e4807b5,6e7318a3-6c64-482d-a480-f172dd9ecc83,1.0,4051019705,4051019705,True
62e4dabe-a874-43aa-9f6d-a1313e4807b5,754b25ed-f098-4e8c-a1f0-baed543ed4e7,1.0,4051019705,4051019705,True
62e4dabe-a874-43aa-9f6d-a1313e4807b5,9b6d9f5c-e5c1-4730-899d-1583bdbf179d,1.0,4051019705,4051019705,True
69b9f610-0083-4fe2-bc10-36c15e7af88c,c23489c9-f3a6-4ac8-bce3-294e90098d5c,0.8,4046214503,4046214503,True
69b9f610-0083-4fe2-bc10-36c15e7af88c,d65b10aa-f2db-46de-a71e-5afab353d64f,1.0,4046214503,4046214503,True
69b9f610-0083-4fe2-bc10-36c15e7af88c,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,0.8,4046214503,4046214503,True
69b9f610-0083-4fe2-bc10-36c15e7af88c,e25f8525-96a1-40e2-8645-18730b855259,1.0,4046214503,4046214503,True
69b9f610-0083-4fe2-bc10-36c15e7af88c,ea2f9a26-f75b-401e-9693-30a4a59307b8,1.0,4046214503,4046214503,True
69b9f610-0083-4fe2-bc10-36c15e7af88c,f33c853d-8078-4018-b9d0-6df8064f7aa4,1.0,4046214503,4046214503,True
6cf07583-11c1-4762-b411-663ad87747d9,c23489c9-f3a6-4ac8-bce3-294e90098d5c,0.8,4046214503,4046214503,True
6cf07583-11c1-4762-b411-663ad87747d9,d65b10aa-f2db-46de-a71e-5afab353d64f,1.0,4046214503,4046214503,True
6cf07583-11c1-4762-b411-663ad87747d9,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,0.8,4046214503,4046214503,True
6cf07583-11c1-4762-b411-663ad87747d9,e25f8525-96a1-40e2-8645-18730b855259,1.0,4046214503,4046214503,True
6cf07583-11c1-4762-b411-663ad87747d9,ea2f9a26-f75b-401e-9693-30a4a59307b8,1.0,4046214503,4046214503,True
6cf07583-11c1-4762-b411-663ad87747d9,f33c853d-8078-4018-b9d0-6df8064f7aa4,1.0,4046214503,4046214503,True
6e7318a3-6c64-482d-a480-f172dd9ecc83,754b25ed-f098-4e8c-a1f0-baed543ed4e7,1.0,4051019705,4051019705,True
6e7318a3-6c64-482d-a480-f172dd9ecc83,9b6d9f5c-e5c1-4730-899d-1583bdbf179d,1.0,4051019705,4051019705,True
7094fd48-02dd-4a14-86f1-917f3a64213b,7af9b3ce-a993-4b0b-aab4-a60b643f0698,0.8,4041879221,4041879221,True
7094fd48-02dd-4a14-86f1-917f3a64213b,cf4131e2-7bf6-4d23-90bf-fc9ac55888ee,1.0,4041879221,4041879221,True
71e3c110-0fa0-4b84-83a2-583ae70cc17c,fa5edf50-6498-4fff-bbcf-a34340fdc215,0.6,4023332194,4023332194,True
754b25ed-f098-4e8c-a1f0-baed543ed4e7,9b6d9f5c-e5c1-4730-899d-1583bdbf179d,1.0,4051019705,4051019705,True
78eed350-34b8-4aa5-88d3-b94c24fa1560,c23489c9-f3a6-4ac8-bce3-294e90098d5c,0.8,4046214503,4046214503,True
78eed350-34b8-4aa5-88d3-b94c24fa1560,d65b10aa-f2db-46de-a71e-5afab353d64f,1.0,4046214503,4046214503,True
78eed350-34b8-4aa5-88d3-b94c24fa1560,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,0.8,4046214503,4046214503,True
78eed350-34b8-4aa5-88d3-b94c24fa1560,e25f8525-96a1-40e2-8645-18730b855259,1.0,4046214503,4046214503,True
78eed350-34b8-4aa5-88d3-b94c24fa1560,ea2f9a26-f75b-401e-9693-30a4a59307b8,1.0,4046214503,4046214503,True
78eed350-34b8-4aa5-88d3-b94c24fa1560,f33c853d-8078-4018-b9d0-6df8064f7aa4,1.0,4046214503,4046214503,True
7af9b3ce-a993-4b0b-aab4-a60b643f0698,cf4131e2-7bf6-4d23-90bf-fc9ac55888ee,0.6,4041879221,4041879221,True
7fc10705-a9b6-43f5-ac01-09afb6c26e1a,a3777210-e0d5-4032-a621-1366f57406cb,1.0,4093863733,4093863733,True
7fc10705-a9b6-43f5-ac01-09afb6c26e1a,a4b1c643-e576-4a77-93ce-05da79c07f67,1.0,4093863733,4093863733,True
7fc10705-a9b6-43f5-ac01-09afb6c26e1a,afc48142-d896-44f4-b4f0-45a43240c25d,1.0,4093863733,4093863733,True
7fc10705-a9b6-43f5-ac01-09afb6c26e1a,b0e6966d-8ebe-4c13-bc22-b50ef0d72179,1.0,4093863733,4093863733,True
7fc10705-a9b6-43f5-ac01-09afb6c26e1a,b16228f0-33f0-43e3-ba0b-2f4e3b70d0b0,0.9,4093863733,4093863733,True
7fc10705-a9b6-43f5-ac01-09afb6c26e1a,e38cf04e-d0d9-494c-ad55-c03024348090,0.4,4093863733,4093863733,True
81a8f25a-920e-4873-8079-2a3aaac8c73d,8755b5e9-aa0b-474d-8b0d-680a53130889,0.6,4103032340,4103032340,True
81a8f25a-920e-4873-8079-2a3aaac8c73d,9ac41b2d-fe8e-4784-abf7-e626adc0dbfb,0.8,4103032340,4103032340,True
81a8f25a-920e-4873-8079-2a3aaac8c73d,b49fc520-eadf-427e-90ae-20a1544e36c9,0.9,4103032340,4103032340,True
81a8f25a-920e-4873-8079-2a3aaac8c73d,dbe22e60-7b8e-4f79-a55b-8cb9d666346a,0.4,4103032340,4103032340,True
81a8f25a-920e-4873-8079-2a3aaac8c73d,fa6c33cb-928a-4da3-aa8f-a1e95c75c3d3,0.6,4103032340,4103032340,True
83d9e173-4e3f-4b15-a6da-76238c0fdd08,fdcfa33e-7e1d-466f-b61e-090875c51ea5,0.7,4034390700,4034390700,True
8755b5e9-aa0b-474d-8b0d-680a53130889,9ac41b2d-fe8e-4784-abf7-e626adc0dbfb,0.9,4103032340,4103032340,True
8755b5e9-aa0b-474d-8b0d-680a53130889,fa6c33cb-928a-4da3-aa8f-a1e95c75c3d3,1.0,4103032340,4103032340,True
8ebf3766-fa4d-41d1-8712-1d304983c153,c23489c9-f3a6-4ac8-bce3-294e90098d5c,0.8,4046214503,4046214503,True
8ebf3766-fa4d-41d1-8712-1d304983c153,d65b10aa-f2db-46de-a71e-5afab353d64f,0.9,4046214503,4046214503,True
94cb2bf5-92fe-4c1b-bb46-7f5ba93becb0,fdcfa33e-7e1d-466f-b61e-090875c51ea5,1.0,4034390700,4034390700,True
9ac41b2d-fe8e-4784-abf7-e626adc0dbfb,dbe22e60-7b8e-4f79-a55b-8cb9d666346a,0.9,4103032340,4103032340,True
9ac41b2d-fe8e-4784-abf7-e626adc0dbfb,fa6c33cb-928a-4da3-aa8f-a1e95c75c3d3,0.9,4103032340,4103032340,True
a3777210-e0d5-4032-a621-1366f57406cb,b0e6966d-8ebe-4c13-bc22-b50ef0d72179,1.0,4093863733,4093863733,True
a3777210-e0d5-4032-a621-1366f57406cb,e38cf04e-d0d9-494c-ad55-c03024348090,0.8,4093863733,4093863733,True
a4b1c643-e576-4a77-93ce-05da79c07f67,b0e6966d-8ebe-4c13-bc22-b50ef0d72179,1.0,4093863733,4093863733,True
a4b1c643-e576-4a77-93ce-05da79c07f67,e38cf04e-d0d9-494c-ad55-c03024348090,0.8,4093863733,4093863733,True
af58b5fb-fa04-475b-b0df-8719cb0f724d,eb99486f-11c8-4aa1-8885-6b6b104d1173,0.7,4003100573,4003100573,True
af58b5fb-fa04-475b-b0df-8719cb0f724d,feb27747-da78-4a3e-b40a-f9baefda280e,0.6,4003100573,4003100573,True
afc48142-d896-44f4-b4f0-45a43240c25d,b0e6966d-8ebe-4c13-bc22-b50ef0d72179,1.0,4093863733,4093863733,True
afc48142-d896-44f4-b4f0-45a43240c25d,e38cf04e-d0d9-494c-ad55-c03024348090,0.8,4093863733,4093863733,True
b0e6966d-8ebe-4c13-bc22-b50ef0d72179,b16228f0-33f0-43e3-ba0b-2f4e3b70d0b0,0.9,4093863733,4093863733,True
b0e6966d-8ebe-4c13-bc22-b50ef0d72179,e38cf04e-d0d9-494c-ad55-c03024348090,0.4,4093863733,4093863733,True
b16228f0-33f0-43e3-ba0b-2f4e3b70d0b0,e38cf04e-d0d9-494c-ad55-c03024348090,0.9,4093863733,4093863733,True
b49fc520-eadf-427e-90ae-20a1544e36c9,dbe22e60-7b8e-4f79-a55b-8cb9d666346a,1.0,4103032340,4103032340,True
c23489c9-f3a6-4ac8-bce3-294e90098d5c,d65b10aa-f2db-46de-a71e-5afab353d64f,0.4,4046214503,4046214503,True
c23489c9-f3a6-4ac8-bce3-294e90098d5c,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,1.0,4046214503,4046214503,True
c23489c9-f3a6-4ac8-bce3-294e90098d5c,e25f8525-96a1-40e2-8645-18730b855259,0.4,4046214503,4046214503,True
c23489c9-f3a6-4ac8-bce3-294e90098d5c,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.4,4046214503,4046214503,True
c23489c9-f3a6-4ac8-bce3-294e90098d5c,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.3,4046214503,4046214503,True
d65b10aa-f2db-46de-a71e-5afab353d64f,d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,0.8,4046214503,4046214503,True
d65b10aa-f2db-46de-a71e-5afab353d64f,e25f8525-96a1-40e2-8645-18730b855259,1.0,4046214503,4046214503,True
d65b10aa-f2db-46de-a71e-5afab353d64f,ea2f9a26-f75b-401e-9693-30a4a59307b8,1.0,4046214503,4046214503,True
d65b10aa-f2db-46de-a71e-5afab353d64f,f33c853d-8078-4018-b9d0-6df8064f7aa4,1.0,4046214503,4046214503,True
d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,e25f8525-96a1-40e2-8645-18730b855259,0.3,4046214503,4046214503,True
d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,ea2f9a26-f75b-401e-9693-30a4a59307b8,0.3,4046214503,4046214503,True
d8ed87de-7bde-43a6-938f-7d8ef72f6cd5,f33c853d-8078-4018-b9d0-6df8064f7aa4,0.3,4046214503,4046214503,True
dc0a4e7c-9229-4992-9b19-d7d6225c2826,e2688728-b17c-4ea7-91dc-b952037061da,1.0,4003362527,4003362527,True
e25f8525-96a1-40e2-8645-18730b855259,ea2f9a26-f75b-401e-9693-30a4a59307b8,1.0,4046214503,4046214503,True
e25f8525-96a1-40e2-8645-18730b855259,f33c853d-8078-4018-b9d0-6df8064f7aa4,1.0,4046214503,4046214503,True
ea2f9a26-f75b-401e-9693-30a4a59307b8,f33c853d-8078-4018-b9d0-6df8064f7aa4,1.0,4046214503,4046214503,True
eb99486f-11c8-4aa1-8885-6b6b104d1173,feb27747-da78-4a3e-b40a-f9baefda280e,0.4,4003100573,4003100573,True
